issue_id,issue_state,issue_title,comment_id,author,created_at,comment_body,source_project
59555,closed,Add linkedSignalWithChanges for easier linkedSignal previous to current changes reaction,2598402233,Harpush,2025-01-17T13:45:57Z,"> +1 to the initial code being reasonable. I would probably write this as:
> 
> checkedItems = linkedSignal({
>   source: this.data,
>   computation: (data, previous) => {
>     if (!previous || data !== previous.source) {
>       return [];
>     }
> 
>     return previous.value.filter((checkedItem) => this.filteredData().includes(checkedItem));
>   },
> });

@alxhub  I might be wrong here but I think that won't work... At the first time filteredData won't be accessed so any changes to it won't invoke the signal. That's why I used an array as source to begin with.
Edit: [stackblitz](https://stackblitz.com/edit/stackblitz-starters-aqp9lmyf?file=src%2Fmain.ts)",Angular
59555,closed,Add linkedSignalWithChanges for easier linkedSignal previous to current changes reaction,2661695456,angular-automatic-lock-bot[bot],2025-02-17T00:12:07Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59593,closed,fix(core): preserve dependencies when replacing metadata,2661695443,angular-automatic-lock-bot[bot],2025-02-17T00:12:06Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59591,closed,fix(compiler-cli): preserve all HMR dependencies,2661695430,angular-automatic-lock-bot[bot],2025-02-17T00:12:05Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59584,closed,test(platform-server): fix flaky incremental hydration test,2597834350,pkozlowski-opensource,2025-01-17T09:45:39Z,"This PR was merged into the repository by commit 4e6017a9f5cda389c5fbf4f2c1519ce1bba23e11.

The changes were merged into the following branches: main, 19.1.x",Angular
59584,closed,test(platform-server): fix flaky incremental hydration test,2661695419,angular-automatic-lock-bot[bot],2025-02-17T00:12:04Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59586,closed,"Why HttpFeature interface fields starting with ""ɵ"" symbol?",2597594184,JoostK,2025-01-17T07:23:33Z,This is Angular's convention to indicate a private name that should not be used in user code directly. In the case of feature providers it's done to ensure that the relevant feature provider functions are used instead of fabricating the feature object manually.,Angular
59586,closed,"Why HttpFeature interface fields starting with ""ɵ"" symbol?",2661695397,angular-automatic-lock-bot[bot],2025-02-17T00:12:01Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2518809949,shannonvc,2024-12-05T00:08:41Z,"We also had this in our project.
It is indeed caused by the way HMR loads styles seperately from the components.
In the repro link, running the app with `ng serve --no-hmr` (or changing he npm start script to include the flag) will work as it did before.",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2521229169,otodockal,2024-12-05T19:28:51Z,"I just wanted to report this issue and have created a demo repository to reproduce it: https://github.com/otodockal/ng-host.

In my case, the flickering occurs when combining styles declared in `:host` and HMR (which is default now).

https://github.com/user-attachments/assets/03ee440d-717e-4e70-9b5f-44b24d597b62

",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2523713573,WebTechnolog,2024-12-06T16:46:02Z,"I encounter the same issue. And it also strangely affects `mat-table` with sticky columns.
I have a table in a dialog and 2 sticky columns positioned next to each other. But with this issue there are gaps between these columns. Their `left` positions are not properly calculated.
`ng serve --no-hmr` fixes the issue, but HMR is a cool feature of v19, and would be great to have it fixed.",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2525562052,joewIST,2024-12-08T09:42:22Z,I am experiencing the same issue even with HMR off.,Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2525565259,e-oz,2024-12-08T09:50:54Z,"@joewIST then it, perhaps, is a different bug and requires a different reproduction example.",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2525575375,joewIST,2024-12-08T10:16:44Z,"All I can see is that on v19, when a component is lazy loaded, there is an asynchronous request to load that component's stylesheet (even if it's already been loaded):

![Image](https://github.com/user-attachments/assets/e2557473-5b25-49e6-8587-2510f62a6be9)

This wasn't happening on v18:

![Image](https://github.com/user-attachments/assets/eae14b05-419c-4155-967b-19d0c9bbdb98)


",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2528425351,RafalSzczuka,2024-12-09T15:40:25Z,It is worth noticing that this issue does not occur in Firefox browser. Turning off hmr flag helps for me as well.,Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2528481795,joewIST,2024-12-09T15:54:16Z,"We still get the flickering on Firefox (which occurs while the styles are loaded). The only difference is that on Firefox, once the styles have been loaded, they are not reloaded whenever the component is reused. On Edge/Chrome, they seem to be loaded every time the component is requested, which causes the flicker to occur a lot.

For reference, this is only happening when a) a component is dynamically rendered (e.g. something in a dropdown that gets initialised when the dropdown is opened or b) a component is wrapped in an @if block and is only rendered after a user interaction (e.g. a loading state in a button).",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2531134015,joewIST,2024-12-10T10:23:52Z,"I have been able to remove the flickering, based on the asynchronous loading of styles, but for our project it only works when I set the ""live-reload"" flag to false. The ""hmr"" flag seems to have no impact. When I serve the application with this flag set, the styles are working as they did before upgrading to v19. 

Obviously, there is a cost with this, as the app requires a manual refresh for any changes to be reflected, so it would be good to have this fixed!

Thanks",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2531148945,hakimio,2024-12-10T10:30:10Z,@joewIST are you testing with `--hmr false` or `--no-hmr` flag?,Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2531161927,joewIST,2024-12-10T10:34:47Z,"@hakimio I have tried it with both and neither have any impact. Like I said, the only thing that has made a difference is turning live reload off...",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2536004982,AndSokolov,2024-12-11T13:33:29Z,"I also created a similar issue https://github.com/angular/angular/issues/59129.
Another way to fix this is to replace builder in angular.json with ""builder"": ""@angular-devkit/build-angular:browser""",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2536020328,ZixZux,2024-12-11T13:39:37Z,"I have the same issue.

But it's the smallest of the problem - the key problem is that now **ngAfterViewInit is called before the styles of component are loaded**.

It's very huge impact on the application.

I've created separated issue: ""Angular 19: Component initialization logic is broken by HMR #59151"".",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2538654734,SebastianPodgajny,2024-12-12T11:42:09Z,"FYI 
Nx dev-server ignores hmr option for Angular@19
https://github.com/nrwl/nx/blob/master/packages/angular/src/builders/dev-server/lib/normalize-options.ts#L24
possible fix https://github.com/nrwl/nx/pull/29322
",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2546391176,Tom-ITietz,2024-12-16T18:51:41Z,Hi Everyone i got the same Issue even after Deployment using `ng build`,Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2548935330,avicarpio,2024-12-17T16:22:43Z,Also having this issue.,Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2549056306,JeanMeche,2024-12-17T17:05:30Z,"> [!IMPORTANT]
> To help us investigate, please provide the specific version of the software you're using. This will help us pinpoint the issue more effectively",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2564128557,abdurrahmanarikan,2024-12-28T01:23:38Z,"Using v18 on my mac without nx, it happens when the main page is loading. After the loading, whenever I press refresh (f5) it also happens",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2564652346,muhamedkarajic,2024-12-29T08:31:33Z,"Under [here](https://github.com/muhamedkarajic/ng-v19-init-async-transition-bug-example) I made a minimal reproduction when using the flag `npm run serve` and `npm run serve-no-hmr` the issue is obvious cause when hmr is enabled the red circle moves when opening the page or refreshing it while its not like that without hmr. The red circle is in my case a navbar and its not a great dev experience that the style transitions. I think that should somehow get patched if possible cause by me even it causes the smooth scroll to not work properly cause there is a layout shift. 

All details of my OS, etc I wrote already under: 
https://github.com/angular/angular/issues/59318

Update: When building it and running it from a server its not happening. Its purly in my case solved by not using hmr. 

NOTE: On my website, when transitioning pages I have the hmr issue as well. So this is NOT only when opening the page for the first time and refreshing but also when navigating trough the pages e.g. home, about, etc.",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2564663968,muhamedkarajic,2024-12-29T09:24:47Z,"I spent so far 7h on this, updating node version, adding back standalone, making a open source version so someone can reproduce it, writing down everything. 

I don't mind the time. However I'm afraid of the frameworks reputation cause people will update, devs will experience this issue and be lost. Maybe keep v18 again as I did in the first place.

I get that the milions of tests, that google has, has not catched this issue cause its a purly developer experience issue but on the other hand I never ever saw a developer updating the hole project and then first running its tests before opening the page once and looking at it. Maybe at least in some projects the tests have to be also executed serving the project not building it then this bug would have been noticed. 

Please revert the HMR as a default or fix the issue but this can not stay until v20 like this, not even until 19.1 I think. ",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2564858405,muhamedkarajic,2024-12-29T22:51:10Z,"> FYI Nx dev-server ignores hmr option for Angular@19 https://github.com/nrwl/nx/blob/master/packages/angular/src/builders/dev-server/lib/normalize-options.ts#L24 possible fix [nrwl/nx#29322](https://github.com/nrwl/nx/pull/29322)

I have Nx v20, yesterday updated using latest flag. Had the issue as everyone else. So its not true that its ignoring it. At least not right now. ",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2572753562,CryshotX,2025-01-06T09:51:45Z,"I am experiencing the same issue.

Since I updated my project to Angular v19, I am experiencing style flickering for a split second, everytime I am navigating my application using the internal angular router. It also happens when refreshing the app with F5.

Disabling HMR fixes the issue, although I'd really like to use it.",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2572891291,mk-16,2025-01-06T11:11:30Z,"i openened an issue, but was immidiatly closed because of duplication....
ViewContainerRef createComponent UI Flickering #59372 

there, i point out source/underlying issue & quick workaround without compromising on project, enjoy",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2592226353,hakimio,2025-01-15T10:15:04Z,"This late/lazy HMR style loading breaks `Material Sidenav`. `mat-sidenav-content` margin is calculated incorrectly.

**`HMR` enabled**:

![with style HMR 1](https://github.com/user-attachments/assets/15226eaf-e32d-452a-a682-989ea4fa30fd)

**`HMR` disabled**:

![without HMR](https://github.com/user-attachments/assets/5d3294be-b8b8-4814-b669-0571155c350e)



The demo project with steps to reproduce the issue: [Material Sidnav style HMR bug](https://github.com/hakimio/material-sidenav-hmr-bug)


@clydin it's crazy that [some 6 year old bugs](https://github.com/angular/angular/issues/25749) are not fixed because [the fix](https://github.com/angular/angular/pull/55761) causes Google internal tests to break. Yet it feels like this new `style HMR` was enabled by default without any testing at all.
Is there a fix coming anytime soon or is this considered a low priority issue?",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2593795525,jamesstztu,2025-01-15T19:44:45Z,"The issue  went away for me when I turned hmr off.
You can do it via `ng serve --hmr=false`
or update your angular.json
`""hmr"": off`",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2594605212,vinuram1729,2025-01-16T06:03:59Z,"When ""hmr"": off is added to the angular.json file, the issue is resolved,
but it negatively impacts the application's performance. For example, when
opening a modal, there is a noticeable delay.

On Thu, Jan 16, 2025 at 1:15 AM James Tu (Starz) ***@***.***>
wrote:

> The issue went away for me when I turned hmr off.
> You can do it via ng serve --hmr=false
> or update your angular.json
> ""hmr"": off
>
> —
> Reply to this email directly, view it on GitHub
> <https://github.com/angular/angular/issues/59058#issuecomment-2593795525>,
> or unsubscribe
> <https://github.com/notifications/unsubscribe-auth/ALEDTY2T7YKOFIW5ULBKGF32K23EVAVCNFSM6AAAAABTBIVW2WVHI2DSMVQWIX3LMV43OSLTON2WKQ3PNVWWK3TUHMZDKOJTG44TKNJSGU>
> .
> You are receiving this because you commented.Message ID:
> ***@***.***>
>
",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2594725749,AndSokolov,2025-01-16T07:35:07Z,"As an alternative you can change your builder in angular.json to ""builder"": ""@angular-devkit/build-angular:browser"". And the flickering will disappear.",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2597783636,alan-agius4,2025-01-17T09:20:15Z,"Thanks for reporting this issue. Luckily, it has already been fixed in one of the recent releases. Please update to the most recent version to resolve the problem.",Angular
59058,closed,Angular 19: Issue with Style Flickering When Switching Views (ng serve),2661695408,angular-automatic-lock-bot[bot],2025-02-17T00:12:02Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59442,closed,Docs: broken style is doc snippets,2581715037,JeanMeche,2025-01-10T04:24:00Z,The regression was introduced by https://github.com/angular/angular/pull/59395/files ,Angular
59442,closed,Docs: broken style is doc snippets,2582995889,Ahmed-Hakeem,2025-01-10T15:44:17Z,Was about to raise this one =D .... the problem is all about we're overriding the class attribute .... so any parent applying a class attr to this component's host will be overriden. ,Angular
59442,closed,Docs: broken style is doc snippets,2583003370,JeanMeche,2025-01-10T15:46:05Z,"This is supposed to work, there is something broken somewhere (maybe in angular itself), so it needs further investigation. ",Angular
59442,closed,Docs: broken style is doc snippets,2583597995,Ahmed-Hakeem,2025-01-10T18:55:32Z,Ahaa .... Nice @JeanMeche  ❤  ..... the problem was actually that the icons are loaded twice ... once as part of CopySourceCodeButton in `this.loadCopySourceCodeButtons();` which renders the icon correctly as expected ... and then we reload it in   `loadIcons` which renders a generic `docs-icon` component which you just removed it in the PR ❤  ,Angular
59442,closed,Docs: broken style is doc snippets,2661695385,angular-automatic-lock-bot[bot],2025-02-17T00:12:00Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59458,closed,refactor(router): drop forRoot guard in production,2596985441,AndrewKushnir,2025-01-16T21:55:51Z,"This PR was merged into the repository by commit c51c66ef1e6123758832b4e3a1e8f9bc3663885c.

The changes were merged into the following branches: main, 19.1.x",Angular
59458,closed,refactor(router): drop forRoot guard in production,2661157686,angular-automatic-lock-bot[bot],2025-02-16T00:12:39Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59492,closed,fix(core): cleanup `_ejsa` when app is destroyed,2590791400,tbondwilkinson,2025-01-14T18:24:13Z,"Generally speaking the `EarlyJsactionData` is cleared as soon as its used, so there would be no references to q left. It's unclear where you're seeing a memory leak.",Angular
59492,closed,fix(core): cleanup `_ejsa` when app is destroyed,2590797438,arturovt,2025-01-14T18:25:29Z,"> Generally speaking the `EarlyJsactionData` is cleared as soon as its used, so there would be no references to q left. It's unclear where you're seeing a memory leak.

https://github.com/angular/angular/issues/59261",Angular
59492,closed,fix(core): cleanup `_ejsa` when app is destroyed,2590813173,tbondwilkinson,2025-01-14T18:28:54Z,"`_ejsa` should be deleted when the app is destroyed - that's the proper fix for this, I suspect",Angular
59492,closed,fix(core): cleanup `_ejsa` when app is destroyed,2591105057,thePunderWoman,2025-01-14T21:07:52Z,@arturovt Can you add tests for this so we don't regress in the future?,Angular
59492,closed,fix(core): cleanup `_ejsa` when app is destroyed,2596987012,AndrewKushnir,2025-01-16T21:56:31Z,"This PR was merged into the repository by commit f6e97763cfab9fa2bea6e6b1303b64f1b499c3ef.

The changes were merged into the following branches: main, 19.1.x",Angular
59492,closed,fix(core): cleanup `_ejsa` when app is destroyed,2661157681,angular-automatic-lock-bot[bot],2025-02-16T00:12:38Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
58453,closed,refactor(docs-infra): migrate adev to signal-based inputs,2450116376,sheikalthaf,2024-10-31T15:04:59Z,@pkozlowski-opensource FYI it is not updated the relevant html files.,Angular
58453,closed,refactor(docs-infra): migrate adev to signal-based inputs,2450146492,pkozlowski-opensource,2024-10-31T15:17:45Z,@sheikalthaf yep. Opened https://github.com/angular/angular/issues/58455 to track this,Angular
58453,closed,refactor(docs-infra): migrate adev to signal-based inputs,2450166098,sheikalthaf,2024-10-31T15:26:09Z,"@pkozlowski-opensource also the migration is skipped the dynaimcally created component inputs usage

https://github.com/angular/angular/pull/58453/files#diff-ebf0862f94d30389f8c321de5912bc5767b659ead7106d83a61f98eb3aa04c8cR210-R211

![image](https://github.com/user-attachments/assets/e2e3c31a-2a1e-4e63-913e-90a3a744c0f1)
",Angular
58453,closed,refactor(docs-infra): migrate adev to signal-based inputs,2661157671,angular-automatic-lock-bot[bot],2025-02-16T00:12:36Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
58415,closed,wip,2661157675,angular-automatic-lock-bot[bot],2025-02-16T00:12:37Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59574,closed,fix(core): animation sometimes renderer not being destroyed during HMR,2596701966,AndrewKushnir,2025-01-16T19:36:45Z,"This PR was merged into the repository by commit b76be83b4d311c8cae54c0c2e7553768946138eb.

The changes were merged into the following branches: main, 19.1.x",Angular
59574,closed,fix(core): animation sometimes renderer not being destroyed during HMR,2661157665,angular-automatic-lock-bot[bot],2025-02-16T00:12:35Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59571,closed,build: update cross-repo angular dependencies to v19.2.0-next.0,2596453096,AndrewKushnir,2025-01-16T18:40:04Z,"This PR was merged into the repository by commit 884e0b437a50129e44a6769f5144a46680b7fc62.

The changes were merged into the following branches: main, 19.1.x",Angular
59571,closed,build: update cross-repo angular dependencies to v19.2.0-next.0,2661157659,angular-automatic-lock-bot[bot],2025-02-16T00:12:34Z,"This issue has been automatically locked due to inactivity.
Please file a new issue if you are encountering a similar or related problem.

Read more about our [automatic conversation locking policy](https://github.com/angular/angular/blob/f0fbced1c55bc8b8ed9df01cea99df42f3e7eae3/contributing-docs/auto-issue-locking.md).

<sub>_This action has been performed automatically by a bot._</sub>",Angular
59556,closed,Optional update migration: provide-initializer not working correctly,2595007843,JoostK,2025-01-16T09:32:28Z,"The migrated code is doing exactly what the original was doing; the `deps` array is expected to be consumed as factory parameters otherwise they aren't used at all. Only depending for their request to have a side-effect is arguably a bad practice.

I don't think this warrants a change in the migration; note that migrations cannot in the general sense account for all possible coding patterns and I'd argue this is one such pattern.",Angular
