PR ID,Title,Description,State,Created At,Closed At,Merged At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues
12180,feat: Add SelectInLeftPanel,"## Proposed changes

`RevisionGridControl`:
- Add context menu item ""Select in left panel"" for branches and tags

## Screenshots <!-- Remove this section if PR does not change UI -->

### Before | After

![image](https://github.com/user-attachments/assets/08e34091-049e-4f85-b3ad-e4f3a58526f5)   ![image](https://github.com/user-attachments/assets/2682aa08-d13c-4ef3-b5e8-8c1267640ea8)

## Test methodology <!-- How did you ensure quality? -->

- manual

## Merge strategy

<!-- Change the following if the merge strategy should be changed:
- Squash merge (maintainer to decide merge message, PR submitter should cleanup commits/messages at PR approval).
- Rebase merge (PR submitter must change the commit message for the last commit).
- Merge commit. (PR submitter to rebase and squash before merges).
- To be decided later.
The maintainer may still request the contributor to squash and rebase, to make sure that merges and commit messages are clarified.
-->

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).",closed,2025-02-03T22:11:30Z,2025-02-10T20:50:52Z,2025-02-10T20:50:52Z,,master,feature/select_in_rot,5,67,2,1,0,0,gerhardol,APPROVED,False,https://api.github.com/repos/gitextensions/gitextensions/issues/12180
12179,fix(Output History Panel): Hide with Left Panel,"Fixes regression from adding a second SplitControl

## Proposed changes

`OutputHistoryPanelController`:
- Hide Output History Panel with Left Panel (- 
- Show Left Panel on show of Output History Panel

## Screenshots <!-- Remove this section if PR does not change UI -->

### Before

![image](https://github.com/user-attachments/assets/b33ff6bc-eb06-4d2d-8c64-6d6c060fc16b)

### After

![image](https://github.com/user-attachments/assets/f712b423-f7da-465d-bda7-ae8e8ad27162)

## Test methodology <!-- How did you ensure quality? -->

- manual

## Merge strategy

<!-- Change the following if the merge strategy should be changed:
- Squash merge (maintainer to decide merge message, PR submitter should cleanup commits/messages at PR approval).
- Rebase merge (PR submitter must change the commit message for the last commit).
- Merge commit. (PR submitter to rebase and squash before merges).
- To be decided later.
The maintainer may still request the contributor to squash and rebase, to make sure that merges and commit messages are clarified.
-->

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).",closed,2025-02-03T22:00:25Z,2025-02-10T20:50:04Z,2025-02-10T20:50:04Z,,master,fix/output_panel,2,12,0,1,1,0,gerhardol,APPROVED,False,https://api.github.com/repos/gitextensions/gitextensions/issues/12179
12175,feat: Clickable links in console output,"## Proposed changes

Whe conbemu is not used for longrunning commands like git-fetch
Links were previously detected but not clickable.

Similar handling in the output pane recently added and in CommitInfo (where also Git links are handled and translated to internal links).

## Screenshots <!-- Remove this section if PR does not change UI -->

### After
The  ""hand"" appears as before, but something now happens when the link is clicked.

With dark mode and the background set to the theme EditorPanel, by default it is Control.
![image](https://github.com/user-attachments/assets/cbfbd1dc-17d5-4c03-94cf-fe71410a87d6)

## Test methodology <!-- How did you ensure quality? -->

Manual

## Merge strategy

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).
",closed,2025-01-29T21:29:07Z,2025-01-30T20:41:59Z,2025-01-30T20:41:59Z,,master,feature/consoleoutput-links,1,13,0,2,0,0,"RussKie, pmiossec, mstv, mstv","APPROVED, APPROVED, COMMENTED, APPROVED",False,https://api.github.com/repos/gitextensions/gitextensions/issues/12175
12174,fix(FormCommit): Improve selection handling,"## Proposed changes

FormCommit:
- Handle clicks in empty area of Unstaged & Staged lists
- Clear displayed diff if focused Unstaged / Staged list is empty

## Screenshots <!-- Remove this section if PR does not change UI -->

### Before

![image](https://github.com/user-attachments/assets/f4978662-ceb0-4690-adc4-2e5c6d5c58d9)

### After

![image](https://github.com/user-attachments/assets/e85f9548-9538-418f-8874-0862d71a5f1a)

### Unchanged

![image](https://github.com/user-attachments/assets/7b84a20e-6761-4f7a-af9a-2dacd4c2d6a9)

## Test methodology <!-- How did you ensure quality? -->

- manual
- existing tests

## Please do not squash merge

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).",closed,2025-01-29T17:55:43Z,2025-01-30T19:52:14Z,2025-01-30T19:52:14Z,,master,fix/form_commit_selection,1,17,32,2,0,0,RussKie,APPROVED,False,https://api.github.com/repos/gitextensions/gitextensions/issues/12174
12171,fix(ShowProcessDialogPasswordInput): Default to false,"Fixes #12170

## Proposed changes

- `AppSettings.ShowProcessDialogPasswordInput`: Default to `false` (since the input box is automatically shown if an output line is not terminated with LF within a timeout)

## Screenshots <!-- Remove this section if PR does not change UI -->

N/A

## Test methodology <!-- How did you ensure quality? -->

- added to testcase

## Merge strategy

<!-- Change the following if the merge strategy should be changed:
- Squash merge (maintainer to decide merge message, PR submitter should cleanup commits/messages at PR approval).
- Rebase merge (PR submitter must change the commit message for the last commit).
- Merge commit. (PR submitter to rebase and squash before merges).
- To be decided later.
The maintainer may still request the contributor to squash and rebase, to make sure that merges and commit messages are clarified.
-->

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).",closed,2025-01-28T18:58:00Z,2025-01-29T18:50:32Z,2025-01-29T18:50:32Z,,release/5.0,fix/input_box,2,2,1,1,1,0,gerhardol,APPROVED,False,https://api.github.com/repos/gitextensions/gitextensions/issues/12171
12169,feat(graph): Ensure new lane color is different,"## Proposed changes

- `LaneInfo`: Ensure new lane color is different from adjacent lanes
- `RevisionGraph`: provide `segmentToTheLeft` and `segmentToTheRight`
- `RevisionGraphLaneColor`: ensure that there are configured at least 4 graph colors
- declare graph helper classes as `sealed`

## Screenshots <!-- Remove this section if PR does not change UI -->

### Before | After

![image](https://github.com/user-attachments/assets/dea01706-d296-4a4f-90aa-ec2e3919f06c)   ![image](https://github.com/user-attachments/assets/a4df435e-c850-4ba9-ba48-0c800b358685)

![image](https://github.com/user-attachments/assets/0ae2e8aa-655c-4917-8c60-2c3e7422b4e7)   ![image](https://github.com/user-attachments/assets/35813394-6d4b-4b7b-b9f4-04887d14b421)

## Test methodology <!-- How did you ensure quality? -->

- manual

## Merge strategy

<!-- Change the following if the merge strategy should be changed:
- Squash merge (maintainer to decide merge message, PR submitter should cleanup commits/messages at PR approval).
- Rebase merge (PR submitter must change the commit message for the last commit).
- Merge commit. (PR submitter to rebase and squash before merges).
- To be decided later.
The maintainer may still request the contributor to squash and rebase, to make sure that merges and commit messages are clarified.
-->

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).",closed,2025-01-27T22:27:08Z,2025-02-13T22:38:37Z,2025-02-13T22:38:37Z,,master,feat/lane_color,6,60,30,1,0,1,gerhardol,APPROVED,False,https://api.github.com/repos/gitextensions/gitextensions/issues/12169
12167,feat: add Light+ theme,"## Proposed changes

The default appearance is unchanged, only seen in the added theme.
The primary reason for this PR is though to allow adjustments for dark mode.
Review commit by commit is preferred, some of the changes are related.

- cleanup unused theme color Graph
Note: bright theme could probably be removed, changes are not noticeable

- themeable editor and linenumber
Updated ICSharp interface to allow themeing from Git Extensions

- style: Themeable panel backgrounds

Themeable background panels (including grid view) in the main interface.
The GitExtensionsDialog are updated too but not the old style
GitExtensionsForm.
The default visual appearance is unchanged.

- add Light+ theme

Slightly darker panel backgrounds and a visible linenumber panel
This is inspired by the VS Code theme Light+
The panels in the main interface and some (newer style) forms
are set to be slightly darker, to minimize the extremely white GE interface.
The editor background is unchanged as in VS Code.

## Screenshots <!-- Remove this section if PR does not change UI -->

### Before

default, unchanged
![image](https://github.com/user-attachments/assets/b02a77d8-dcd8-4832-92fb-5410168d91b7)

### After

![image](https://github.com/user-attachments/assets/5178ee03-e3fa-46a7-b6ac-211bd09750a2)

~~console output~~
~~An alternative is to use SystemColors.Control, also OK in dark mode~~
~~![image](https://github.com/user-attachments/assets/ce95c769-c042-481f-af51-377e73f62acd)~~

## Test methodology <!-- How did you ensure quality? -->

Visual

## Merge strategy

- Rebase merge (PR submitter must change the commit message for the last commit).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).
",open,2025-01-26T11:06:21Z,,,,master,feature/light-plus-theme,24,86,66,7,1,2,"mstv, gerhardol, gerhardol, mstv, gerhardol, mstv, mstv","APPROVED, COMMENTED, COMMENTED, COMMENTED, COMMENTED, APPROVED, COMMENTED",False,https://api.github.com/repos/gitextensions/gitextensions/issues/12167
12166,fix: bold+italic for current left panel node,"## Proposed changes

Current submodule and branch can be hard to see, especially for upcoming dark mode.
This PR adds italics in addition to bold to the current node.
(selected is still underlined and backcolor for infocus unchanged)

Colors could be used too, but that need to be themable too.
I would prefer to not change italics in dark mode, that is unexpected type of change.

## Screenshots <!-- Remove this section if PR does not change UI -->

![image](https://github.com/user-attachments/assets/e7630003-527c-4593-ab12-82eff034d79b)

![image](https://github.com/user-attachments/assets/dc35529f-ec04-4df9-b05e-8634ceb23b38)

For dark mode

![image](https://github.com/user-attachments/assets/840e0094-106d-4ca2-a66f-9b3aa9670643)

![image](https://github.com/user-attachments/assets/f332c6bd-5ac5-4508-a255-04c9bb2b0d3c)

## Test methodology <!-- How did you ensure quality? -->

Visual

## Merge strategy

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).
",open,2025-01-26T10:11:22Z,,,,master,feature/leftpanel-selected-italics,2,2,2,1,1,1,mstv,APPROVED,True,https://api.github.com/repos/gitextensions/gitextensions/issues/12166
12165,"fix(bare repo): Skip ""git status"" and ""git stash list""","## Proposed changes

- `GitStatusMonitor`: Deactivate if bare repo
- `RevisionGridControl`: Skip `GetStashes` if bare repo

## Screenshots <!-- Remove this section if PR does not change UI -->

### Before

![image](https://github.com/user-attachments/assets/c4f01806-fe5c-4b58-9f6e-848f2acb0adf)

![image](https://github.com/user-attachments/assets/e957b05f-a395-4c00-9b7d-036e4e96babf)

### After

![image](https://github.com/user-attachments/assets/d205efad-7a1c-4262-b562-5e9155834c66)

no error messages in Output tab

## Test methodology <!-- How did you ensure quality? -->

- manual

## Merge strategy

<!-- Change the following if the merge strategy should be changed:
- Squash merge (maintainer to decide merge message, PR submitter should cleanup commits/messages at PR approval).
- Rebase merge (PR submitter must change the commit message for the last commit).
- Merge commit. (PR submitter to rebase and squash before merges).
- To be decided later.
The maintainer may still request the contributor to squash and rebase, to make sure that merges and commit messages are clarified.
-->

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).",closed,2025-01-25T22:19:30Z,2025-01-26T16:29:47Z,2025-01-26T16:29:47Z,,master,fix/bare_repo,2,2,2,1,0,0,"RussKie, gerhardol, pmiossec","APPROVED, APPROVED, APPROVED",False,https://api.github.com/repos/gitextensions/gitextensions/issues/12165
12160,refactor(BlameControl): Use clearer interface,"## Proposed changes

- chore: Fixup typo in namespace `GitUI.CommandsDialogs`
- refactor(`RevisionDiffControl`): Use simpler types
- refactor(`BlameControl`): Clearly request `PathToBlame` by adding a dedicated interface `IRevisionGridFileUpdate` in favor of `IRevisionGridUpdate`

(Review commit by commit recommended.)

## Screenshots <!-- Remove this section if PR does not change UI -->

N/A

## Test methodology <!-- How did you ensure quality? -->

- existing tests
- manual

## Merge strategy

<!-- Change the following if the merge strategy should be changed:
- Squash merge (maintainer to decide merge message, PR submitter should cleanup commits/messages at PR approval).
- Rebase merge (PR submitter must change the commit message for the last commit).
- Merge commit. (PR submitter to rebase and squash before merges).
- To be decided later.
The maintainer may still request the contributor to squash and rebase, to make sure that merges and commit messages are clarified.
-->

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).",closed,2025-01-23T18:29:16Z,2025-01-30T19:38:20Z,2025-01-30T19:38:19Z,,master,fix/refactor_blame,18,130,110,4,0,2,"gerhardol, gerhardol, mstv, gerhardol","COMMENTED, APPROVED, COMMENTED, APPROVED",False,https://api.github.com/repos/gitextensions/gitextensions/issues/12160
12158,fix: Improve blame loading and other minor,"Fixes
- very occasionally not loaded blame
- disappearing context menu item ""Show differences for all parents in browse dialog""

## Proposed changes

- `BlameControl`: Do not cancel loading if nothing changed; combine cancellation tokens; use safe init values for `_lastTooltipX/Y`
- `AsyncLoader`: Make clearer & enable `nullable`
- `RevisionDiffControl`: Convert `IEnumerable` to array in order to avoid possible multiple evaluation
- `FileStatusList`: Avoid one-way menu item ""Show differences for all parents in browse dialog""

## Screenshots <!-- Remove this section if PR does not change UI -->

### Before

menu item disappeared when unchecked

### After

![image](https://github.com/user-attachments/assets/76cf5e49-0a66-4a1b-baac-a8248b818211)

## Test methodology <!-- How did you ensure quality? -->

- manual

## Merge strategy

<!-- Change the following if the merge strategy should be changed:
- Squash merge (maintainer to decide merge message, PR submitter should cleanup commits/messages at PR approval).
- Rebase merge (PR submitter must change the commit message for the last commit).
- Merge commit. (PR submitter to rebase and squash before merges).
- To be decided later.
The maintainer may still request the contributor to squash and rebase, to make sure that merges and commit messages are clarified.
-->

I agree that the maintainer squash merge this PR (if the commit message is clear).

----

:black_nib: I contribute this code under [The Developer Certificate of Origin](../blob/master/contributors.txt).",closed,2025-01-22T20:00:34Z,2025-01-23T18:19:05Z,2025-01-23T18:19:05Z,,master,fix/blame_loading,6,39,46,4,0,1,"gerhardol, RussKie","COMMENTED, APPROVED",False,https://api.github.com/repos/gitextensions/gitextensions/issues/12158
