PR ID,Title,Description,State,Created At,Closed At,Merged At,Labels,Base Branch,Head Branch,Files Changed,Lines Added,Lines Deleted,Commits,Comments,Review Comments,Reviewers,Review States,Draft Status,Linked Issues
146748,Update strided test to float32,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146748

Fixes #146377

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov",open,2025-02-08T04:48:51Z,,,"ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor",gh/drisspg/122/base,gh/drisspg/122/head,1,3,3,1,6,1,"BoyuanFeng, leijurv","APPROVED, APPROVED",False,https://api.github.com/repos/pytorch/pytorch/issues/146748
146747,Add hint message for `pack_padded_sequence`,"Fixes #144207

Add truncate hint message in docs [torch.nn.utils.rnn.pack_padded_sequence](https://pytorch.org/docs/stable/generated/torch.nn.utils.rnn.pack_padded_sequence.html)

## Test Result

![image](https://github.com/user-attachments/assets/46258f36-f6c7-4f11-9213-8513e52a9001)

",open,2025-02-08T04:28:15Z,,,"open source, topic: not user facing",main,opt/nn/rnn,1,5,1,1,2,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146747
146746,[Inductor] Fix the lowering of squeeze when input is not contiguous,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146746

**Summary**
Fix issue https://github.com/pytorch/pytorch/issues/143498. The issue happens when we lowering `select = torch.ops.aten.select.int(cat, 1, 0)`. 

For example, when `cat` is contiguous with size[2, 2] stride[2,1]

- for eager, it returns a view of size[2,] stride[2,]
- for Inductor lowering, it returns wrong stride 1 instead of 2
```
TensorBox(
  ReinterpretView(
    StorageBox(
      ConcatKernel(name='buf10', layout=FixedLayout('cpu', torch.int64, size=[u0, 2], stride=[2, 1]), inputs=[ComputedBuffer(name='buf8', layout=NonOwningLayout('cpu', torch.int64, size=[u0, 1], stride=[2, 1]), data=Pointwise(device=device(type='cpu'), dtype=torch.int64, inner_fn=<function ReinterpretView.make_loader.<locals>.loader at 0x7f6b856449d0>, ranges=[u0, 1])), ComputedBuffer(name='buf9', layout=NonOwningLayout('cpu', torch.int64, size=[u0, 1], stride=[2, 1]), data=Pointwise(device=device(type='cpu'), dtype=torch.int64, inner_fn=<function ReinterpretView.make_loader.<locals>.loader at 0x7f6b85644790>, ranges=[u0, 1]))])
    ),
    FixedLayout('cpu', torch.int64, size=[u0], stride=[**1**]),
    origins=OrderedSet([select])
  )
)
```

To fix this issue, we give the right stride when lowering of `squeeze`.

**Test Plan**
```
python -u -m pytest -s -v test/inductor/test_unbacked_symints.py -k test_issue_143498
```

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov",open,2025-02-08T03:50:25Z,,,"open source, ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor",gh/leslie-fang-intel/180/base,gh/leslie-fang-intel/180/head,2,16,4,2,1,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146746
146743,[cutlass backend] refactor tests to remove duplicate logic,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146743
* #146356



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov",open,2025-02-08T01:36:44Z,,,"topic: not user facing, module: inductor, ciflow/inductor",gh/henrylhtsang/3/base,gh/henrylhtsang/3/head,1,57,81,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146743
146742,[Dynamo][autograd.Function] Relax backward speculation strict mode: support .requires_grad,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146742
* #146741
* #146571



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-08T01:30:53Z,,,"topic: not user facing, module: dynamo, ciflow/inductor",gh/yanboliang/65/base,gh/yanboliang/65/head,2,27,1,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146742
146741,[Dynamo][autograd.Function] Relax backward speculation strict mode: support .data,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146742
* __->__ #146741
* #146571



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-08T01:30:49Z,,,"topic: not user facing, module: dynamo, ciflow/inductor",gh/yanboliang/64/base,gh/yanboliang/64/head,2,29,1,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146741
146739,Testing,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146739
* #145748

This reverts commit 5cd5b4d2d54c0220b92ee488dd36d789c9b60af3.",open,2025-02-08T00:30:57Z,,,"release notes: releng, ciflow/binaries_wheel",gh/mikaylagawarecki/312/base,gh/mikaylagawarecki/312/head,8,25,80,2,1,0,,,True,https://api.github.com/repos/pytorch/pytorch/issues/146739
146738,[audio hash update] update the pinned audio hash,"This PR is auto-generated nightly by [this action](https://github.com/pytorch/pytorch/blob/main/.github/workflows/nightly.yml).
Update the pinned audio hash.",open,2025-02-08T00:23:09Z,,,"open source, ciflow/trunk, topic: not user facing, ciflow/inductor, merging",main,update-audio-commit-hash/13210264744-1454-1,1,1,1,1,4,0,pytorchbot,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146738
146737,[dynamo][user-defined] Unify standard and non-standard __new__ codebase,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146678
* __->__ #146737
* #146677



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-08T00:21:25Z,,,"ciflow/trunk, topic: not user facing, module: dynamo, ciflow/inductor, keep-going",gh/anijain2305/676/base,gh/anijain2305/676/head,1,17,28,2,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146737
146736,Document dynamo,"Many files in dynamo are currently lacking file/module-level documentation, which makes it hard to know what they do at a glance and without digging into the code. This fixes that.

Note: documentation was AI-generated and could be incorrect, please review carefully.

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @xmfan @svekars @brycebortree @sekyondaMeta @AlannaBurke",open,2025-02-08T00:15:41Z,,,"better-engineering, ciflow/trunk, topic: not user facing, module: inductor, module: dynamo, ciflow/inductor, module: compiled autograd",main,gh/raymo/document-dynamo,30,601,45,1,4,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146736
146735,[ca] log graph before reodering passes,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146735
* #146720



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames @yf225",open,2025-02-07T23:39:50Z,,,"module: dynamo, ciflow/inductor, module: compiled autograd",gh/xmfan/177/base,gh/xmfan/177/head,1,12,0,1,2,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146735
146734,[CUDA][CUDNN][SDPA] Pass dropout seed and offset to cuDNN in `int64`,"Workaround for limitation in cuDNN that does not accept dropout seed/offset in `int32` for SM 10.0 kernels.

cc @csarofeen @ptrblck @xwang233 @msaroufim",open,2025-02-07T23:30:33Z,,,"module: cudnn, module: cuda, triaged, open source, topic: not user facing, module: sdpa",main,cudnnsm100dropoutworkaround,1,31,12,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146734
146733,[CUDA][SDPA] Don't dispatch to mem eff attn for batch_size >= 65536,"#146704

cc @ptrblck @msaroufim",open,2025-02-07T23:29:27Z,,,"module: cuda, open source, topic: not user facing, module: sdpa",main,memeff65536,2,23,0,1,2,0,"drisspg, drisspg, nikitaved","COMMENTED, APPROVED, COMMENTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146733
146731,dont specialize symints when testing truthiness,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #133044
* #146729
* #146642
* __->__ #146731



cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-07T22:48:49Z,,,"module: dynamo, ciflow/inductor",gh/bdhirsh/641/base,gh/bdhirsh/641/head,2,20,1,1,3,1,bobrenjc93,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146731
146730,"[BaseHOP] change hop(subgraph, operands) to hop(subgraph, *operands)","Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146730
* #146727

Our three main users are OK with this, with two of them (foreach_map,
invoke_quant) prefering it like this.

I was originally worried about BC issues (this now means you cannot add
any positional args) but I think that's not a concern -- one can always
add kwonly args.

Test Plan
- tests

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov",open,2025-02-07T22:42:43Z,,,"release notes: foreach_frontend, module: inductor, module: dynamo, ciflow/inductor",gh/zou3519/1130/base,gh/zou3519/1130/head,6,35,48,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146730
146729,support meta_tensor.to(device='cpu') under fake_mode,"Fixing this is actually a bit annoying:

(1) FakeTensorMode sees a function where all of its inputs are real tensors, so it tries to run the real compute before converting the output to a FakeTensor

(2) we don't actually want this, because the ""real compute"" is support to error normally, when you do `meta_tensor.to(device='cpu')`. Instead, we want FakeTensor to actually skip constant prop and run the normal FakeTensor implementation, which will not error

Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #133044
* __->__ #146729
* #146642
* #146731

",open,2025-02-07T22:19:32Z,,,ciflow/inductor,gh/bdhirsh/640/base,gh/bdhirsh/640/head,2,12,0,2,2,0,"zou3519, zou3519, bdhirsh","COMMENTED, APPROVED, COMMENTED",False,https://api.github.com/repos/pytorch/pytorch/issues/146729
146728,[StaticRuntime] Fix a bug that memory planner ignores subblocks,"Summary: When Static Runtime graph node has sub-blocks, the memory planner does not consider sub-blocks' inputs as a node's input in memory planner. As the result, such nodes' inputs' lifetime is incorrect and corresponding tensor memory is released earlier than required and causes errors.

Differential Revision: D69195886




cc @EikanWang @jgong5 @wenzhe-nrv @sanchitintel",open,2025-02-07T22:13:28Z,,,"oncall: jit, fb-exported, release notes: jit",main,export-D69195886,3,75,8,1,7,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146728
146727,Rename PrimHOPBase to BaseHOP + minor changes,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146730
* __->__ #146727

This PR:
- renames PrimHOPBase to BaseHOP
- changes the backward pass to always return a tuple (to match the
  forward pass).

Test Plan:
- tests

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-07T22:00:22Z,,,"release notes: foreach_frontend, module: dynamo, ciflow/inductor",gh/zou3519/1129/base,gh/zou3519/1129/head,6,18,18,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146727
146726,[ez][BE] get rid of the extra printf('\n'),"Summary: as title

Test Plan:
```
AOT_INDUCTOR_DEBUG_INTERMEDIATE_VALUE_PRINTER=3  TORCHINDUCTOR_FORCE_DISABLE_CACHES=1 TORCHINDUCTOR_ABI_COMPATIBLE=1 TORCH_COMPILE_DEBUG=1 TORCH_LOGS=""+graph, inductor, +schedule, output_code"" buck2 run -c fbcode.enable_gpu_sections=true -c fbcode.nvcc_arch=h100a @//mode/opt fbcode//caffe2/test/inductor:test_aot_inductor -- -r test_addmm_cuda
```

Differential Revision: D69328701




cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov",open,2025-02-07T21:57:49Z,,,"fb-exported, ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor, merging",main,export-D69328701,1,1,2,1,5,0,ColinPeppler,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146726
146723,torch: Log a unified waitcounter for torch.compile and triton.autotune,"Summary: Add a second more generic waitcounter to torch.compile. We'll keep expanding this as new generic pytorch compilation sites show up.

Test Plan: Waitcounter only change, relying on existing tests.

Differential Revision: D69215401




cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov",open,2025-02-07T20:59:32Z,,,"fb-exported, ciflow/trunk, topic: not user facing, module: inductor, ciflow/inductor",main,export-D69215401,1,3,1,1,3,0,davidberard98,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146723
146722,Test on in-graph constructed NJTs,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146722
* #146721

A recent set of bugs has been cropping up related to NJTs that constructed in-graph within a compiled function. This exercises different paths related to symbolic nested ints, etc. Some examples:
* #145874
* #146644

To get ahead of these, we should do NJT testing for this case as well.

This PR parametrizes the OpInfo tests for compile + forward to cover both in-graph constructed NJT and normal input cases. TBD what fails..

TODO:
* Do this for compile + backward tests also (?)",open,2025-02-07T20:09:15Z,,,topic: not user facing,gh/jbschlosser/229/base,gh/jbschlosser/229/head,2,44,6,2,1,0,"jbschlosser, cpuhrsch, soulitzer","COMMENTED, APPROVED, APPROVED",True,https://api.github.com/repos/pytorch/pytorch/issues/146722
146721,Use inductor backend for NJT compile tests,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146722
* __->__ #146721

We've been using `backend=""aot_eager_decomp_partition""` for NJT compile testing, but this can let inductor bugs slip through. This PR switches the compile tests to use `backend=""inductor""`; let's see if test runtime is an issue after this.",open,2025-02-07T20:09:11Z,,,topic: not user facing,gh/jbschlosser/228/base,gh/jbschlosser/228/head,1,3,7,2,1,0,soulitzer,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146721
146720,[ca] remove private API: _compiled_autograd_should_lift,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146735
* __->__ #146720

Since the functional autograd + compiled autograd migration, we don't trace into nodes anymore, and everything is lifted. We can't support this flag which tries to inline make_fx style in CA initial pass. There's no more usage internally.",open,2025-02-07T20:06:08Z,,,"ciflow/trunk, ciflow/inductor, release notes: dynamo",gh/xmfan/176/base,gh/xmfan/176/head,4,0,15,1,7,0,zou3519,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146720
146718,[CUDAGraph] add skip message for unbacked symint,"Add explicit skip message for unbacked symint in cudagraph, as suggested by @bdhirsh.

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov",open,2025-02-07T19:29:37Z,,,"ciflow/trunk, topic: not user facing, module: inductor, module: dynamo, ciflow/inductor",main,bf/cg-skip-unbacked-symint-msg,4,31,14,1,1,0,,,False,https://api.github.com/repos/pytorch/pytorch/issues/146718
146717,[BE][cuDNN] cuDNN to 9.7.1.26 for CUDA 12.8,"cuDNN 9.7.1 is out now and is expected to be the longer-lived branch with more potential backports vs. 9.7.0

CC @nWEIdia @tinglvv 

cc @malfet @seemethere @csarofeen @ptrblck @xwang233",open,2025-02-07T19:25:00Z,,,"module: build, module: cudnn, triaged, open source, topic: not user facing, topic: build",main,cudnn971,6,14,12,1,1,0,drisspg,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146717
146716,[BE] Remove outdated RPC benchmark,"We have lots of outdated unused + uncalled code in our codebase, namely in our benchmarks and examples folders among others. The last change to this directory was 4 years ago and this code looks dead. cc @albanD @H-Huang for feedback

Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #146716

",open,2025-02-07T18:52:53Z,,,"release notes: distributed (rpc), skip-pr-sanity-checks",gh/janeyx99/223/base,gh/janeyx99/223/head,29,0,2535,1,1,0,"Skylion007, H-Huang","APPROVED, APPROVED",False,https://api.github.com/repos/pytorch/pytorch/issues/146716
146715,[export][ez] Allow math.trunc for serialization.,"Summary: as title.

Test Plan: CI

Differential Revision: D69317084


",open,2025-02-07T18:24:55Z,,,"fb-exported, ciflow/trunk, ciflow/inductor, release notes: export",main,export-D69317084,1,1,0,1,2,0,angelayi,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146715
146714,[hop] Support more output types for `flat_apply`,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #146367
* __->__ #146714
* #146713

This patch enables `flat_apply` to support certain non-Tensor output
types like containers and graphable types. This will in turn enable the
upcoming `mark_traceable` to support more output types.

The patch also exposes a `func_to_graphable` rather than having the
users calling the lower level `pytree.flatten(ConstantFunction(...))`.

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-07T17:43:34Z,,,"module: dynamo, ciflow/inductor",gh/StrongerXi/83/base,gh/StrongerXi/83/head,2,54,21,1,2,0,zou3519,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146714
146713,[dynamo][fx] Support dataclass whose fields have `init=False`,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* (to be filled)

Previously Dynamo and FX have code paths that reconstruct a dataclass
instance based on its type and fields; however they weren't taking
`init=False` into account (which is supposed to exclude the field from
constructor).

This patch fixes that, and also updates `pytree.LeafSpec` so that its
`__init__` conforms with the `init` attribute of its fields. Without
this change, the aforementioned reconstruction logic would fail.

cc @ezyang @SherlockNoMad @EikanWang @jgong5 @wenzhe-nrv @voznesenskym @penguinwu @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @jiayisunx @chenyang78 @kadeng @chauhang @amjames",open,2025-02-07T17:43:29Z,,,"release notes: fx, fx, module: dynamo, ciflow/inductor",gh/StrongerXi/82/base,gh/StrongerXi/82/head,4,61,9,1,1,0,Skylion007,COMMENTED,False,https://api.github.com/repos/pytorch/pytorch/issues/146713
146710,[MTIA] (3/n) Implement PyTorch APIs to query/reset device peak memory usage,"Summary: Public summary (shared with Github): This diff implements a C++-Python binding to enable `reset_peak_memory_stats`.

Test Plan: The test is implemented in the following diff.

Reviewed By: yuhc

Differential Revision: D68988673


",open,2025-02-07T16:52:00Z,,,"fb-exported, ciflow/trunk, topic: not user facing, merging",main,export-D68988673,3,9,1,1,6,0,nautsimon,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146710
146709,FSDP: avoid resetting version counter of all_gather_output in inference_mode,"Summary:
FSDP needs to hide VC bumps on its allgather buffer, but it does not need to do this is the allgather buffer was generated under inference mode.

more details here: https://www.internalfb.com/diff/D69115649?dst_version_fbid=1316814572779281&transaction_fbid=849120230625711

Test Plan: CI

Differential Revision: D69311496




cc @H-Huang @awgu @kwen2501 @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @c-p-i-o",open,2025-02-07T16:39:54Z,,,"oncall: distributed, fb-exported, ciflow/trunk, release notes: distributed (fsdp), ciflow/inductor, merging",main,export-D69311496,1,9,1,1,6,0,awgu,APPROVED,False,https://api.github.com/repos/pytorch/pytorch/issues/146709
